1,Ajonjolí, Cuchara sopera 
2,Girasol, Cuchara sopera 
3,Chí, Cuchara sopera 
4,Soya, Cuchara sopera 
5,Linaza, Cuchara sopera 
6,Maní, Cuchara sopera 
7,Nueces, Cuchara sopera 
8,Almendras, Cuchara sopera 
